iter	Passed	Remaining
431	1575	2071
432	1578	2066
433	1581	2062
434	1584	2058
435	1588	2054
436	1591	2049
437	1594	2045
438	1597	2041
439	1601	2037
440	1604	2033
441	1607	2029
442	1610	2025
443	1614	2021
444	1617	2017
445	1620	2013
446	1623	2008
447	1627	2004
448	1631	2001
449	1634	1998
450	1638	1994
451	1641	1990
452	1645	1986
453	1648	1982
454	1651	1978
455	1654	1973
456	1657	1969
457	1661	1965
458	1664	1962
459	1668	1958
460	1672	1954
461	1675	1951
462	1679	1947
463	1682	1943
464	1686	1939
465	1689	1935
466	1693	1932
467	1696	1928
468	1700	1924
469	1703	1921
470	1707	1917
471	1710	1913
472	1713	1909
473	1717	1905
474	1720	1901
475	1723	1897
476	1726	1893
477	1730	1889
478	1733	1885
479	1736	1881
480	1739	1877
481	1743	1873
482	1746	1869
483	1749	1865
484	1752	1861
485	1756	1857
486	1758	1852
487	1761	1848
488	1764	1844
489	1767	1840
490	1771	1836
491	1774	1832
492	1777	1827
493	1780	1824
494	1784	1820
495	1787	1816
496	1790	1812
497	1793	1807
498	1796	1804
499	1800	1800
500	1803	1795
501	1806	1791
502	1809	1788
503	1813	1784
504	1816	1780
505	1819	1776
506	1823	1772
507	1827	1769
508	1831	1766
509	1835	1763
510	1838	1759
511	1842	1755
512	1845	1751
513	1848	1747
514	1851	1743
515	1854	1739
516	1858	1735
517	1861	1732
518	1864	1728
519	1867	1724
520	1871	1720
521	1874	1716
522	1877	1712
523	1881	1708
524	1884	1704
525	1887	1700
526	1890	1696
527	1893	1693
528	1896	1688
529	1900	1685
530	1903	1681
531	1906	1677
532	1909	1673
533	1913	1669
534	1916	1665
535	1919	1661
536	1922	1657
537	1925	1653
538	1929	1650
539	1932	1646
540	1935	1642
541	1939	1638
542	1942	1634
543	1945	1630
544	1948	1626
545	1952	1623
546	1955	1619
547	1958	1615
548	1961	1611
549	1965	1608
550	1969	1604
551	1973	1601
552	1976	1597
553	1980	1594
554	1983	1590
555	1986	1586
556	1989	1582
557	1992	1578
558	1995	1574
559	1998	1570
560	2001	1566
561	2005	1562
562	2008	1558
563	2011	1554
564	2014	1550
565	2017	1547
566	2020	1543
567	2023	1539
568	2026	1535
569	2030	1531
570	2034	1528
571	2037	1524
572	2040	1520
573	2044	1517
574	2047	1513
575	2050	1509
576	2053	1505
577	2057	1501
578	2060	1498
579	2063	1494
580	2066	1490
581	2069	1486
582	2072	1482
583	2075	1478
584	2078	1474
585	2082	1471
586	2085	1467
587	2088	1463
588	2091	1459
589	2095	1456
590	2098	1452
591	2102	1449
592	2106	1446
593	2110	1442
594	2113	1438
595	2116	1434
596	2120	1431
597	2123	1427
598	2126	1423
599	2129	1419
600	2132	1416
601	2136	1412
602	2139	1408
603	2142	1404
604	2145	1400
605	2148	1397
606	2151	1393
607	2154	1389
608	2157	1385
609	2161	1381
610	2164	1378
611	2167	1374
612	2171	1370
613	2174	1367
614	2177	1363
615	2180	1359
616	2184	1355
617	2187	1352
618	2190	1348
619	2193	1344
620	2196	1340
621	2200	1336
622	2203	1333
623	2206	1329
624	2209	1325
625	2212	1322
626	2215	1318
627	2218	1314
628	2222	1310
629	2225	1307
630	2228	1303
631	2232	1299
632	2235	1296
633	2239	1293
634	2243	1289
635	2247	1286
636	2251	1282
637	2254	1279
638	2257	1275
639	2260	1271
640	2264	1267
641	2267	1264
642	2270	1260
643	2273	1256
644	2276	1252
645	2279	1249
646	2282	1245
647	2285	1241
648	2289	1238
649	2292	1234
650	2295	1230
651	2298	1226
652	2301	1223
653	2305	1219
654	2308	1215
655	2311	1211
656	2314	1208
657	2317	1204
658	2320	1200
659	2323	1196
660	2326	1193
661	2329	1189
662	2332	1185
663	2335	1181
664	2338	1178
665	2341	1174
666	2345	1170
667	2348	1167
668	2351	1163
669	2354	1159
670	2357	1156
671	2360	1152
672	2363	1148
673	2367	1144
674	2370	1141
675	2373	1137
676	2377	1134
677	2381	1131
678	2385	1127
679	2388	1124
680	2391	1120
681	2395	1116
682	2398	1113
683	2401	1109
684	2404	1105
685	2408	1102
686	2411	1098
687	2414	1094
688	2417	1091
689	2421	1087
690	2424	1084
691	2427	1080
692	2430	1076
693	2434	1073
694	2437	1069
695	2440	1065
696	2443	1062
697	2447	1058
698	2450	1055
699	2453	1051
700	2456	1047
701	2460	1044
702	2463	1040
703	2466	1037
704	2469	1033
705	2473	1029
706	2476	1026
707	2479	1022
708	2482	1018
709	2486	1015
710	2489	1011
711	2492	1008
712	2495	1004
713	2498	1000
714	2501	997
715	2505	993
716	2508	989
717	2511	986
718	2516	983
719	2520	980
720	2523	976
721	2527	973
722	2530	969
723	2533	965
724	2537	962
725	2540	958
726	2543	955
727	2546	951
728	2550	947
729	2553	944
730	2556	940
731	2559	937
732	2562	933
733	2566	929
734	2569	926
735	2572	922
736	2575	919
737	2578	915
738	2582	911
739	2585	908
740	2588	904
741	2592	901
742	2595	897
743	2598	894
744	2601	890
745	2605	886
746	2608	883
747	2611	879
748	2614	876
749	2617	872
750	2620	868
751	2623	865
752	2626	861
753	2630	858
754	2633	854
755	2636	850
756	2639	847
757	2642	843
758	2645	840
759	2648	836
760	2652	832
761	2655	829
762	2659	825
763	2662	822
764	2666	819
765	2670	815
766	2673	812
767	2676	808
768	2680	805
769	2683	801
770	2686	797
771	2689	794
772	2693	790
773	2696	787
774	2699	783
775	2702	780
776	2705	776
777	2709	773
778	2712	769
779	2715	765
780	2718	762
781	2721	758
782	2725	755
783	2728	751
784	2731	748
785	2735	744
786	2738	741
787	2741	737
788	2744	733
789	2747	730
790	2751	726
791	2754	723
792	2757	719
793	2761	716
794	2764	712
795	2767	709
796	2771	705
797	2774	702
798	2777	698
799	2780	695
800	2799	695
801	2803	692
802	2806	688
803	2810	685
804	2813	681
805	2815	677
806	2819	674
807	2822	670
808	2825	667
809	2829	663
810	2832	660
811	2835	656
812	2838	652
813	2842	649
814	2845	645
815	2848	642
816	2852	638
817	2855	635
818	2858	631
819	2862	628
820	2865	624
821	2868	621
822	2871	617
823	2874	614
824	2878	610
825	2881	606
826	2884	603
827	2888	599
828	2891	596
829	2894	592
830	2897	589
831	2900	585
832	2903	582
833	2907	578
834	2910	575
835	2913	571
836	2916	568
837	2919	564
838	2922	560
839	2926	557
840	2929	553
841	2932	550
842	2936	546
843	2940	543
844	2944	540
845	2947	536
846	2950	533
847	2954	529
848	2958	526
849	2961	522
850	2964	518
851	2967	515
852	2970	511
853	2973	508
854	2976	504
855	2980	501
856	2983	497
857	2986	494
858	2990	490
859	2993	487
860	2996	483
861	3000	480
862	3003	476
863	3006	473
864	3010	469
865	3013	466
866	3016	462
867	3019	459
868	3022	455
869	3025	452
870	3028	448
871	3032	445
872	3035	441
873	3038	438
874	3041	434
875	3045	431
876	3048	427
877	3051	424
878	3054	420
879	3058	417
880	3061	413
881	3064	409
882	3067	406
883	3070	402
884	3074	399
885	3078	396
886	3082	392
887	3085	389
888	3088	385
889	3092	382
890	3095	378
891	3098	375
892	3101	371
893	3104	368
894	3107	364
895	3110	361
896	3113	357
897	3116	354
898	3119	350
899	3123	347
900	3126	343
901	3129	340
902	3132	336
903	3135	333
904	3139	329
905	3142	326
906	3145	322
907	3148	319
908	3151	315
909	3154	312
910	3157	308
911	3161	305
912	3164	301
913	3167	298
914	3170	294
915	3174	291
916	3177	287
917	3180	284
918	3184	280
919	3187	277
920	3190	273
921	3193	270
922	3196	266
923	3200	263
924	3203	259
925	3206	256
926	3209	252
927	3213	249
928	3217	245
929	3221	242
930	3224	238
931	3227	235
932	3230	231
933	3233	228
934	3236	224
935	3239	221
936	3242	218
937	3245	214
938	3249	211
939	3252	207
940	3255	204
941	3258	200
942	3261	197
943	3265	193
944	3268	190
945	3271	186
946	3274	183
947	3278	179
948	3281	176
949	3284	172
950	3288	169
951	3291	165
952	3294	162
953	3297	159
954	3300	155
955	3304	152
956	3307	148
957	3310	145
958	3313	141
959	3316	138
960	3319	134
961	3323	131
962	3326	127
963	3329	124
964	3332	120
965	3336	117
966	3339	113
967	3343	110
968	3346	107
969	3350	103
970	3355	100
971	3358	96
972	3361	93
973	3365	89
974	3368	86
975	3371	82
976	3374	79
977	3377	75
978	3380	72
979	3384	69
980	3387	65
981	3390	62
982	3393	58
983	3397	55
984	3400	51
985	3403	48
986	3406	44
987	3409	41
988	3412	37
989	3415	34
990	3418	31
991	3422	27
992	3425	24
993	3428	20
994	3431	17
995	3434	13
996	3437	10
997	3441	6
998	3444	3
999	3447	0
